MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,AEDAT,USNAM,TCODE,XBLNR,BKTXT,FRATH,FRBNR,WEVER,XABLN,AWSYS,BLA2D,TCODE2,BFWMS,EXNUM,SPE_BUDAT_UHR,SPE_BUDAT_ZONE,LE_VBELN,SPE_LOGSYS,SPE_MDNUM_EWM,GTS_CUSREF_NO,FLS_RSTO,MSR_ACTIVE,KNUMV,XCOMPL
140,4900000090,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000091,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000092,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000093,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000094,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000095,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000096,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000097,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000098,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000099,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000100,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:39,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000101,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000102,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000103,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000104,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000105,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000106,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000107,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000108,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000109,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000110,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000111,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000112,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000113,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:40,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000114,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000115,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000116,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000117,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000118,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000119,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000120,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000121,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000122,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000123,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000124,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000125,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000126,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000127,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:41,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000128,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000129,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000130,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000131,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000132,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000133,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000134,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000135,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000136,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900000137,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:14:42,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
