MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,AEDAT,UPDDT,WWERT,USNAM,TCODE,BVORG,XBLNR,DBBLG,DBBLG_GJAHR,DBBLG_BUKRS,STBLG,STJAH,BKTXT,WAERS,KURSF,KZWRS,KZKRS,BSTAT,XNETB,FRATH,XRUEB,GLVOR,GRPID,DOKID,ARCID,IBLAR,AWTYP,AWKEY,FIKRS,HWAER,HWAE2,HWAE3,KURS2,KURS3,BASW2,BASW3,UMRD2,UMRD3,XSTOV,STODT,XMWST,CURT2,CURT3,KUTY2,KUTY3,XSNET,AUSBK,XUSVR,DUEFL,AWSYS,TXKRS,CTXKRS,LOTKZ,XWVOF,STGRD,PPNAM,PPDAT,PPTME,BRNCH,NUMPG,ADISC,XREF1_HD,XREF2_HD,XREVERSAL,REINDAT,RLDNR,LDGRP,PROPMANO,XBLNR_ALT,VATDATE,DOCCAT,XSPLIT,CASH_ALLOC,FOLLOW_ON,XREORG,SUBSET,KURST,KURSX,KUR2X,KUR3X
140,DE00,1500000010,2019,KZ,2/8/19,2/9/19,2,2/8/19,22:24:23,00/00/0000,00/00/0000,2/9/19,LEARN-014,FBZ2,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1500000010DE002019,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1500000011,2019,KZ,2/12/19,2/12/19,2,2/12/19,12:27:18,00/00/0000,00/00/0000,2/12/19,LEARN-018,FBZ2,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1500000011DE002019,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1500000012,2019,KZ,2/17/19,2/17/19,2,2/17/19,16:13:29,00/00/0000,00/00/0000,2/17/19,LEARN-020,FBZ2,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1500000012DE002019,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1500000013,2019,KZ,2/19/19,2/19/19,2,2/19/19,20:37:18,00/00/0000,00/00/0000,2/19/19,LEARN-023,FBZ2,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1500000013DE002019,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1500000014,2019,KZ,2/19/19,2/20/19,2,2/19/19,23:30:53,00/00/0000,00/00/0000,2/20/19,LEARN-033,FBZ2,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1500000014DE002019,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1500000015,2019,KZ,2/20/19,2/20/19,2,2/20/19,21:57:26,00/00/0000,00/00/0000,2/20/19,LEARN-011,FBZ2,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1500000015DE002019,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1500000016,2019,KZ,2/21/19,2/21/19,2,2/21/19,8:21:18,00/00/0000,00/00/0000,2/21/19,LEARN-032,FBZ2,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1500000016DE002019,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1900000000,2016,KR,5/30/16,5/30/16,5,5/30/16,10:16:37,00/00/0000,00/00/0000,5/30/16,HAEUSLER,FB60,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1900000000DE002016,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,1900000001,2016,KR,5/30/16,5/30/16,5,5/30/16,16:26:45,00/00/0000,00/00/0000,5/30/16,BOETTCHER,FB60,,,,0,,,0,,EUR,0,,0,,,0,,RFBU,,,,,BKPF,1900000001DE002016,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000000,2018,PR,7/11/18,7/11/18,7,7/11/18,0:13:19,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000001,2018,PR,7/11/18,7/11/18,7,7/11/18,0:13:30,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000002,2018,PR,7/11/18,7/11/18,7,7/11/18,0:13:42,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000003,2018,PR,7/11/18,7/11/18,7,7/11/18,0:13:55,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000004,2018,PR,7/11/18,7/11/18,7,7/11/18,0:14:07,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000005,2018,PR,7/11/18,7/11/18,7,7/11/18,0:14:20,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000006,2018,PR,7/11/18,7/11/18,7,7/11/18,0:14:32,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000007,2018,PR,7/11/18,7/11/18,7,7/11/18,0:14:44,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000008,2018,PR,7/11/18,7/11/18,7,7/11/18,0:14:57,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000009,2018,PR,7/11/18,7/11/18,7,7/11/18,0:32:13,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000010,2018,PR,7/11/18,7/11/18,7,7/11/18,0:32:24,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000011,2018,PR,7/11/18,7/11/18,7,7/11/18,0:32:37,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000012,2018,PR,7/11/18,7/11/18,7,7/11/18,0:32:51,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000013,2018,PR,7/11/18,7/11/18,7,7/11/18,0:33:05,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000014,2018,PR,7/11/18,7/11/18,7,7/11/18,0:33:18,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000015,2018,PR,7/11/18,7/11/18,7,7/11/18,0:33:32,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000016,2018,PR,7/11/18,7/11/18,7,7/11/18,0:33:45,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4800000017,2018,PR,7/11/18,7/11/18,7,7/11/18,0:33:58,00/00/0000,00/00/0000,7/11/18,BOETTCHER,,,,,0,,,0,,EUR,0,,0,,,0,,RMPR,,,,,PRCHG,3E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000000,2016,WA,5/27/16,5/27/16,5,5/27/16,13:02:44,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,4900000000DE0016,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000001,2016,WA,5/27/16,5/27/16,5,5/27/16,13:02:48,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000002,2016,WA,5/27/16,5/27/16,5,5/27/16,13:02:52,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000003,2016,WA,5/27/16,5/27/16,5,5/27/16,13:02:55,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000004,2016,WA,5/27/16,5/27/16,5,5/27/16,13:02:58,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000005,2016,WA,5/27/16,5/27/16,5,5/27/16,13:03:01,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000006,2016,WA,5/27/16,5/27/16,5,5/27/16,13:03:05,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000007,2016,WA,5/27/16,5/27/16,5,5/27/16,13:03:08,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000008,2016,WA,5/27/16,5/27/16,5,5/27/16,13:03:11,00/00/0000,00/00/0000,5/27/16,BOETTCHER,MB11,4900000008DE0016,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000009,2018,WA,7/11/18,7/11/18,7,7/11/18,10:28:39,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000010,2018,WA,7/11/18,7/11/18,7,7/11/18,10:30:06,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000011,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:40,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000012,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:41,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000013,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:43,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000014,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:44,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000015,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:45,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000016,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:46,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000017,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:47,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000018,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:48,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000019,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:49,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000020,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:51,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000021,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:52,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000022,2018,WA,7/11/18,7/11/18,7,7/11/18,10:38:53,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
