MANDT,MBLNR,MJAHR,ZEILE,LINE_ID,PARENT_ID,LINE_DEPTH,MAA_URZEI,BWART,XAUTO,MATNR,WERKS,LGORT,CHARG,INSMK,ZUSCH,ZUSTD,SOBKZ,LIFNR,KUNNR,KDAUF,KDPOS,KDEIN,PLPLA,SHKZG,WAERS,DMBTR,BNBTR,BUALT,SHKUM,DMBUM,BWTAR,MENGE,MEINS,ERFMG,ERFME,BPMNG,BPRME,EBELN,EBELP,LFBJA,LFBNR,LFPOS,SJAHR,SMBLN,SMBLP,ELIKZ,SGTXT,EQUNR,WEMPF,ABLAD,GSBER,KOKRS,PARGB,PARBU,KOSTL,PROJN,AUFNR,ANLN1,ANLN2,XSKST,XSAUF,XSPRO,XSERG,GJAHR,XRUEM,XRUEJ,BUKRS,BELNR,BUZEI,BELUM,BUZUM,RSNUM,RSPOS,KZEAR,PBAMG,KZSTR,UMMAT,UMWRK,UMLGO,UMCHA,UMZST,UMZUS,UMBAR,UMSOK,KZBEW,KZVBR,KZZUG,WEUNB,PALAN,LGNUM,LGTYP,LGPLA,BESTQ
140,4900000001,2016,14,14,0,0,0,561,,DXTR1014,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,15,15,0,0,0,561,,DXTR1015,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,16,16,0,0,0,561,,DXTR1016,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,17,17,0,0,0,561,,DXTR1017,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,18,18,0,0,0,561,,DXTR1018,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,19,19,0,0,0,561,,DXTR1019,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,20,20,0,0,0,561,,DXTR1020,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,21,21,0,0,0,561,,DXTR1021,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,22,22,0,0,0,561,,DXTR1022,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,23,23,0,0,0,561,,DXTR1023,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,24,24,0,0,0,561,,DXTR1024,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,25,25,0,0,0,561,,DXTR1025,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,26,26,0,0,0,561,,DXTR1026,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,27,27,0,0,0,561,,DXTR1027,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,28,28,0,0,0,561,,DXTR1028,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,29,29,0,0,0,561,,DXTR1029,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,30,30,0,0,0,561,,DXTR1030,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,31,31,0,0,0,561,,DXTR1031,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,32,32,0,0,0,561,,DXTR1032,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,33,33,0,0,0,561,,DXTR1033,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,34,34,0,0,0,561,,DXTR1034,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,35,35,0,0,0,561,,DXTR1035,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,36,36,0,0,0,561,,DXTR1036,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,37,37,0,0,0,561,,DXTR1037,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,38,38,0,0,0,561,,DXTR1038,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,39,39,0,0,0,561,,DXTR1039,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,40,40,0,0,0,561,,DXTR1040,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,41,41,0,0,0,561,,DXTR1041,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,42,42,0,0,0,561,,DXTR1042,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,43,43,0,0,0,561,,DXTR1043,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,44,44,0,0,0,561,,DXTR1044,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,45,45,0,0,0,561,,DXTR1045,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,46,46,0,0,0,561,,DXTR1046,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,47,47,0,0,0,561,,DXTR1047,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,48,48,0,0,0,561,,DXTR1048,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,49,49,0,0,0,561,,DXTR1049,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,50,50,0,0,0,561,,DXTR1050,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,51,51,0,0,0,561,,DXTR1051,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,52,52,0,0,0,561,,DXTR1052,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,53,53,0,0,0,561,,DXTR1053,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,54,54,0,0,0,561,,DXTR1054,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,55,55,0,0,0,561,,DXTR1055,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,56,56,0,0,0,561,,DXTR1056,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,57,57,0,0,0,561,,DXTR1057,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,58,58,0,0,0,561,,DXTR1058,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,59,59,0,0,0,561,,DXTR1059,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,60,60,0,0,0,561,,DXTR1060,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,61,61,0,0,0,561,,DXTR1061,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,62,62,0,0,0,561,,DXTR1062,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,63,63,0,0,0,561,,DXTR1063,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,64,64,0,0,0,561,,DXTR1064,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,65,65,0,0,0,561,,DXTR1065,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,66,66,0,0,0,561,,DXTR1066,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,67,67,0,0,0,561,,DXTR1067,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,68,68,0,0,0,561,,DXTR1068,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,69,69,0,0,0,561,,DXTR1069,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,70,70,0,0,0,561,,DXTR1070,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,71,71,0,0,0,561,,DXTR1071,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,72,72,0,0,0,561,,DXTR1072,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,73,73,0,0,0,561,,DXTR1073,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,74,74,0,0,0,561,,DXTR1074,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,75,75,0,0,0,561,,DXTR1075,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
140,4900000001,2016,76,76,0,0,0,561,,DXTR1076,MI00,FG00,,,,,,,,,0,0,,S,USD,"140,000.00",0,"140,000.00",,0,,100,EA,100,EA,0,,,0,0,,0,0,,0,,,,,,BI00,NA00,,,,,,,,,,,,2016,,,US00,,0,,0,0,0,,0,2,,,,,,,,,,,,,0,,,,
