adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote,fs_year,fs_quarter
0001104659-14-083669,EarningsPerShareDiluted,us-gaap/2013,,20130930,2,USD,0.1,,2014,4
0001104659-14-083669,EarningsPerShareDiluted,us-gaap/2013,,20130930,1,USD,0.09,,2014,4
0001104659-14-083669,EarningsPerShareDiluted,us-gaap/2013,,20140930,2,USD,0.34,,2014,4
0001104659-14-083669,EarningsPerShareDiluted,us-gaap/2013,,20140930,1,USD,0.22,,2014,4
0001104659-14-081027,IncomeTaxExpenseBenefit,us-gaap/2013,,20140630,1,USD,3096000.0,,2014,4
0001104659-14-081027,IncomeTaxExpenseBenefit,us-gaap/2013,,20130630,1,USD,-801000.0,,2014,4
0001047469-14-009167,IncomeTaxExpenseBenefit,us-gaap/2013,,20140331,4,USD,3278000.0,,2014,4
0001047469-14-009167,IncomeTaxExpenseBenefit,us-gaap/2013,,20130331,4,USD,-25810000.0,,2014,4
0001047469-14-009167,IncomeTaxExpenseBenefit,us-gaap/2013,,20120331,4,USD,20090000.0,,2014,4
0001104659-14-083669,IncomeTaxExpenseBenefit,us-gaap/2013,,20130930,2,USD,2257000.0,,2014,4
0001104659-14-083669,IncomeTaxExpenseBenefit,us-gaap/2013,,20130930,1,USD,3058000.0,,2014,4
0001104659-14-083669,IncomeTaxExpenseBenefit,us-gaap/2013,,20140930,2,USD,8596000.0,,2014,4
0001104659-14-083669,IncomeTaxExpenseBenefit,us-gaap/2013,,20140930,1,USD,5501000.0,,2014,4
0001047469-14-009167,InterestExpense,us-gaap/2013,,20140331,4,USD,2228000.0,,2014,4
0001047469-14-009167,InterestExpense,us-gaap/2013,,20130331,4,USD,1308000.0,,2014,4
0001047469-14-009167,InterestExpense,us-gaap/2013,,20120331,4,USD,447000.0,,2014,4
0001047469-14-009167,InterestPaid,us-gaap/2013,,20140331,4,USD,1080000.0,,2014,4
0001047469-14-009167,InterestPaid,us-gaap/2013,,20120331,4,USD,110000.0,,2014,4
0001047469-14-009167,InterestPaid,us-gaap/2013,,20130331,4,USD,1293000.0,,2014,4
0001104659-14-083669,Liabilities,us-gaap/2013,,20140331,0,USD,647262000.0,,2014,4
0001104659-14-083669,Liabilities,us-gaap/2013,,20140930,0,USD,699149000.0,,2014,4
0001047469-14-009167,Liabilities,us-gaap/2013,,20130331,0,USD,660380000.0,,2014,4
0001047469-14-009167,Liabilities,us-gaap/2013,,20140331,0,USD,647262000.0,,2014,4
0001104659-14-081027,Liabilities,us-gaap/2013,,20140630,0,USD,682769000.0,,2014,4
0001104659-14-081027,Liabilities,us-gaap/2013,,20140331,0,USD,647262000.0,,2014,4
0001104659-14-081027,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20140630,0,USD,1515477000.0,,2014,4
0001104659-14-081027,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20140331,0,USD,1451390000.0,,2014,4
0001047469-14-009167,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20140331,0,USD,1451390000.0,,2014,4
0001047469-14-009167,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20130331,0,USD,1382333000.0,,2014,4
0001104659-14-083669,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20140331,0,USD,1451390000.0,,2014,4
0001104659-14-083669,LiabilitiesAndStockholdersEquity,us-gaap/2013,,20140930,0,USD,1573510000.0,,2014,4
0001047469-14-009167,LiabilitiesOfAssetsHeldForSale,us-gaap/2013,,20130331,0,USD,3202000.0,,2014,4
0001104659-14-081027,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20140630,1,USD,19676000.0,,2014,4
0001104659-14-081027,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20130630,1,USD,1226000.0,,2014,4
0001047469-14-009167,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20140331,4,USD,74304000.0,,2014,4
0001047469-14-009167,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20130331,4,USD,-227518000.0,,2014,4
0001047469-14-009167,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20120331,4,USD,104237000.0,,2014,4
0001104659-14-083669,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20130930,2,USD,15802000.0,,2014,4
0001104659-14-083669,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20130930,1,USD,14576000.0,,2014,4
0001104659-14-083669,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20140930,2,USD,55766000.0,,2014,4
0001104659-14-083669,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2013,,20140930,1,USD,36090000.0,,2014,4
0001047469-14-009167,PaymentsForRepurchaseOfCommonStock,us-gaap/2013,,20130331,4,USD,87812000.0,,2014,4
0001047469-14-009167,PaymentsForRepurchaseOfCommonStock,us-gaap/2013,,20120331,4,USD,156036000.0,,2014,4
0001047469-14-009167,ProceedsFromSaleOfAvailableForSaleSecurities,us-gaap/2013,,20130331,4,USD,917000.0,,2014,4
0001047469-14-009167,ProceedsFromSaleOfAvailableForSaleSecurities,us-gaap/2013,,20120331,4,USD,6550000.0,,2014,4
0001104659-14-081027,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20140331,0,USD,976292000.0,,2014,4
0001104659-14-081027,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20140630,0,USD,995968000.0,,2014,4
0001047469-14-009167,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20130331,0,USD,966924000.0,,2014,4
0001047469-14-009167,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20140331,0,USD,976292000.0,,2014,4
0001104659-14-083669,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20140331,0,USD,976292000.0,,2014,4
0001104659-14-083669,RetainedEarningsAccumulatedDeficit,us-gaap/2013,,20140930,0,USD,1032058000.0,,2014,4
0001104659-14-081027,StockholdersEquity,us-gaap/2013,,20140630,0,USD,832708000.0,,2014,4
0001104659-14-081027,StockholdersEquity,us-gaap/2013,,20140331,0,USD,804128000.0,,2014,4
0001104659-14-081027,StockholdersEquity,us-gaap/2013,,20130331,0,USD,721953000.0,,2014,4
0001104659-14-081027,StockholdersEquity,us-gaap/2013,,20130630,0,USD,728627000.0,,2014,4
0001047469-14-009167,StockholdersEquity,us-gaap/2013,,20140331,0,USD,804128000.0,,2014,4
0001047469-14-009167,StockholdersEquity,us-gaap/2013,,20130331,0,USD,721953000.0,,2014,4
0001047469-14-009167,StockholdersEquity,us-gaap/2013,,20120331,0,USD,1131791000.0,,2014,4
0001047469-14-009167,StockholdersEquity,us-gaap/2013,,20110331,0,USD,1157874000.0,,2014,4
0001104659-14-083669,StockholdersEquity,us-gaap/2013,,20130331,0,USD,721953000.0,,2014,4
0001104659-14-083669,StockholdersEquity,us-gaap/2013,,20130930,0,USD,717132000.0,,2014,4
0001104659-14-083669,StockholdersEquity,us-gaap/2013,,20140331,0,USD,804128000.0,,2014,4
0001104659-14-083669,StockholdersEquity,us-gaap/2013,,20140930,0,USD,874361000.0,,2014,4
0001104659-14-083669,TreasuryStockShares,us-gaap/2013,,20140331,0,shares,10206000.0,,2014,4
0001104659-14-083669,TreasuryStockShares,us-gaap/2013,,20140930,0,shares,9847000.0,,2014,4
0001104659-14-081027,TreasuryStockShares,us-gaap/2013,,20140331,0,shares,10206000.0,,2014,4
0001104659-14-081027,TreasuryStockShares,us-gaap/2013,,20140630,0,shares,10022000.0,,2014,4
0001047469-14-009167,TreasuryStockShares,us-gaap/2013,,20130331,0,shares,13855000.0,,2014,4
0001047469-14-009167,TreasuryStockShares,us-gaap/2013,,20140331,0,shares,10206000.0,,2014,4
0001047469-14-009167,TreasuryStockValue,us-gaap/2013,,20140331,0,USD,116510000.0,,2014,4
0001047469-14-009167,TreasuryStockValue,us-gaap/2013,,20130331,0,USD,179990000.0,,2014,4
0001104659-14-081027,TreasuryStockValue,us-gaap/2013,,20140630,0,USD,113123000.0,,2014,4
0001104659-14-081027,TreasuryStockValue,us-gaap/2013,,20140331,0,USD,116510000.0,,2014,4
0001104659-14-083669,TreasuryStockValue,us-gaap/2013,,20140331,0,USD,116510000.0,,2014,4
0001104659-14-083669,TreasuryStockValue,us-gaap/2013,,20140930,0,USD,109976000.0,,2014,4
0001047469-14-009167,TreasuryStockValueAcquiredCostMethod,us-gaap/2013,,20120331,4,USD,156036000.0,,2014,4
0001047469-14-009167,TreasuryStockValueAcquiredCostMethod,us-gaap/2013,,20130331,4,USD,87812000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20130930,2,shares,160875000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20130930,1,shares,161183000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20140930,2,shares,165949000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20140930,1,shares,166065000.0,,2014,4
0001104659-14-081027,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20140630,1,shares,165833000.0,,2014,4
0001104659-14-081027,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20130630,1,shares,160281000.0,,2014,4
0001047469-14-009167,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20130331,4,shares,158468000.0,,2014,4
0001047469-14-009167,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20120331,4,shares,175591000.0,,2014,4
0001047469-14-009167,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2013,,20140331,4,shares,162526000.0,,2014,4
0001047469-14-009167,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20140331,4,shares,160619000.0,,2014,4
0001047469-14-009167,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20130331,4,shares,158468000.0,,2014,4
0001047469-14-009167,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20120331,4,shares,174648000.0,,2014,4
0001104659-14-081027,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20140630,1,shares,163012000.0,,2014,4
0001104659-14-081027,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20130630,1,shares,159298000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20130930,2,shares,159637000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20130930,1,shares,159969000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20140930,2,shares,163121000.0,,2014,4
0001104659-14-083669,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,,20140930,1,shares,163230000.0,,2014,4
0001104659-14-083669,AccountsReceivableNetCurrent,us-gaap/2013,,20140331,0,USD,182029000.0,,2014,4
0001104659-14-083669,AccountsReceivableNetCurrent,us-gaap/2013,,20140930,0,USD,252692000.0,,2014,4
0001047469-14-009167,AccountsReceivableNetCurrent,us-gaap/2013,,20140331,0,USD,182029000.0,,2014,4
0001047469-14-009167,AccountsReceivableNetCurrent,us-gaap/2013,,20130331,0,USD,178959000.0,,2014,4
0001104659-14-081027,AccountsReceivableNetCurrent,us-gaap/2013,,20140630,0,USD,219022000.0,,2014,4
0001104659-14-081027,AccountsReceivableNetCurrent,us-gaap/2013,,20140331,0,USD,182029000.0,,2014,4
0001104659-14-081027,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20130630,1,USD,4402000.0,,2014,4
0001104659-14-081027,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20140630,1,USD,7063000.0,,2014,4
0001047469-14-009167,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20120331,4,USD,31283000.0,,2014,4
0001047469-14-009167,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20130331,4,USD,24845000.0,,2014,4
0001047469-14-009167,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20140331,4,USD,25517000.0,,2014,4
0001104659-14-083669,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20130930,2,USD,8556000.0,,2014,4
0001104659-14-083669,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2013,,20140930,2,USD,13055000.0,,2014,4
0001104659-14-081027,AssetsCurrent,us-gaap/2013,,20140630,0,USD,1007778000.0,,2014,4
0001104659-14-081027,AssetsCurrent,us-gaap/2013,,20140331,0,USD,933000000.0,,2014,4
0001047469-14-009167,AssetsCurrent,us-gaap/2013,,20130331,0,USD,846764000.0,,2014,4
0001047469-14-009167,AssetsCurrent,us-gaap/2013,,20140331,0,USD,933000000.0,,2014,4
0001104659-14-083669,AssetsCurrent,us-gaap/2013,,20140331,0,USD,933000000.0,,2014,4
0001104659-14-083669,AssetsCurrent,us-gaap/2013,,20140930,0,USD,1067320000.0,,2014,4
0001104659-14-083669,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20130331,0,USD,333824000.0,,2014,4
0001104659-14-083669,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20130930,0,USD,294796000.0,,2014,4
0001104659-14-083669,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20140331,0,USD,469412000.0,,2014,4
0001104659-14-083669,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20140930,0,USD,500222000.0,,2014,4
0001047469-14-009167,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20140331,0,USD,469412000.0,,2014,4
0001047469-14-009167,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20130331,0,USD,333824000.0,,2014,4
0001047469-14-009167,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20120331,0,USD,478370000.0,,2014,4
0001047469-14-009167,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20110331,0,USD,477931000.0,,2014,4
0001104659-14-081027,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20140630,0,USD,484981000.0,,2014,4
0001104659-14-081027,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20140331,0,USD,469412000.0,,2014,4
0001104659-14-081027,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20130331,0,USD,333824000.0,,2014,4
0001104659-14-081027,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,,20130630,0,USD,318857000.0,,2014,4
0001104659-14-083669,CommonStockValueOutstanding,us-gaap/2013,,20140331,0,USD,30148000.0,,2014,4
0001104659-14-083669,CommonStockValueOutstanding,us-gaap/2013,,20140930,0,USD,30148000.0,,2014,4
0001047469-14-009167,CommonStockValueOutstanding,us-gaap/2013,,20140331,0,CHF,43276655.0,,2014,4
0001047469-14-009167,CommonStockValueOutstanding,us-gaap/2013,,20140331,0,USD,30148000.0,,2014,4
0001047469-14-009167,CommonStockValueOutstanding,us-gaap/2013,,20130331,0,USD,30148000.0,,2014,4
0001104659-14-081027,CommonStockValueOutstanding,us-gaap/2013,,20140630,0,USD,30148000.0,,2014,4
0001104659-14-081027,CommonStockValueOutstanding,us-gaap/2013,,20140331,0,USD,30148000.0,,2014,4
0001104659-14-081027,CostOfGoodsAndServicesSold,us-gaap/2013,,20140630,1,USD,300450000.0,,2014,4
0001104659-14-081027,CostOfGoodsAndServicesSold,us-gaap/2013,,20130630,1,USD,309268000.0,,2014,4
0001047469-14-009167,CostOfGoodsAndServicesSold,us-gaap/2013,,20140331,4,USD,1400844000.0,,2014,4
0001047469-14-009167,CostOfGoodsAndServicesSold,us-gaap/2013,,20130331,4,USD,1389643000.0,,2014,4
0001047469-14-009167,CostOfGoodsAndServicesSold,us-gaap/2013,,20120331,4,USD,1508670000.0,,2014,4
0001104659-14-083669,CostOfGoodsAndServicesSold,us-gaap/2013,,20130930,2,USD,657449000.0,,2014,4
0001104659-14-083669,CostOfGoodsAndServicesSold,us-gaap/2013,,20130930,1,USD,348181000.0,,2014,4
0001104659-14-083669,CostOfGoodsAndServicesSold,us-gaap/2013,,20140930,2,USD,625984000.0,,2014,4
0001104659-14-083669,CostOfGoodsAndServicesSold,us-gaap/2013,,20140930,1,USD,325533000.0,,2014,4
0001104659-14-083669,DividendsCommonStockCash,us-gaap/2013,,20130930,2,USD,36123000.0,,2014,4
0001047469-14-009167,DividendsCommonStockCash,us-gaap/2013,,20120930,0,USD,133500000.0,,2014,4
0001047469-14-009167,DividendsCommonStockCash,us-gaap/2013,,20130930,0,CHF,33700000.0,,2014,4
0001047469-14-009167,DividendsCommonStockCash,us-gaap/2013,,20130930,0,USD,36100000.0,,2014,4
0001047469-14-009167,DividendsCommonStockCash,us-gaap/2013,,20130331,4,USD,133462000.0,,2014,4
0001047469-14-009167,DividendsCommonStockCash,us-gaap/2013,,20140331,4,USD,36123000.0,,2014,4
0001047469-14-009167,DividendsCommonStockCash,us-gaap/2013,,20120930,0,CHF,125700000.0,,2014,4
0001104659-14-083669,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20140930,2,USD,666000.0,,2014,4
0001104659-14-081027,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20140630,1,USD,381000.0,,2014,4
0001047469-14-009167,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20120331,4,USD,37000.0,,2014,4
0001047469-14-009167,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20130331,4,USD,26000.0,,2014,4
0001047469-14-009167,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,,20140331,4,USD,2246000.0,,2014,4
0001047469-14-009167,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2013,,20140331,4,USD,2246000.0,,2014,4
0001047469-14-009167,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2013,,20130331,4,USD,26000.0,,2014,4
0001047469-14-009167,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2013,,20120331,4,USD,37000.0,,2014,4
0001104659-14-081027,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2013,,20140630,1,USD,381000.0,,2014,4
0001104659-14-083669,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2013,,20140930,2,USD,666000.0,,2014,4
0001104659-14-081027,GeneralAndAdministrativeExpense,us-gaap/2013,,20130630,1,USD,29077000.0,,2014,4
0001104659-14-081027,GeneralAndAdministrativeExpense,us-gaap/2013,,20140630,1,USD,36680000.0,,2014,4
0001047469-14-009167,GeneralAndAdministrativeExpense,us-gaap/2013,,20120331,4,USD,109260000.0,,2014,4
0001047469-14-009167,GeneralAndAdministrativeExpense,us-gaap/2013,,20140331,4,USD,118940000.0,,2014,4
0001047469-14-009167,GeneralAndAdministrativeExpense,us-gaap/2013,,20130331,4,USD,114381000.0,,2014,4
0001104659-14-083669,GeneralAndAdministrativeExpense,us-gaap/2013,,20130930,2,USD,58249000.0,,2014,4
0001104659-14-083669,GeneralAndAdministrativeExpense,us-gaap/2013,,20130930,1,USD,29172000.0,,2014,4
0001104659-14-083669,GeneralAndAdministrativeExpense,us-gaap/2013,,20140930,2,USD,71149000.0,,2014,4
0001104659-14-083669,GeneralAndAdministrativeExpense,us-gaap/2013,,20140930,1,USD,34470000.0,,2014,4
0001104659-14-083669,Goodwill,us-gaap/2013,,20140331,0,USD,345010000.0,,2014,4
0001104659-14-083669,Goodwill,us-gaap/2013,,20140930,0,USD,343955000.0,,2014,4
